title,score
Battlefield: Bad Company 2 (Ultimate Edition),8.9
Assassin's Creed: Altair's Chronicles,8
Halo: Reach (Limited Edition),9.5
Halo: Reach (Legendary Edition),9.5
John Daly's ProStroke Golf,5.5
Borderlands (Game of the Year Edition),8.8
Sam & Max: The Devil's Playhouse,8
NBA 2K11,9.5
Front Mission Evolved,6
Shantae: Risky's Revenge,9
Front Mission Evolved,6
Sam & Max: The Devil's Playhouse,8
Enslaved,8
Dead Space Ignition,4.5
Medal of Honor,6
Alan Wake: The Writer,8
Sengoku Basara: Samurai Heroes,4.5
Arcania: Gothic IV,7.5
Sengoku Basara: Samurai Heroes,4.5
Medal of Honor,6
Medal of Honor,6.5
Arcania: Gothic IV,7
Slice It,8.5
Pizza Boy,8
Steve Young Football,5.5
Puzzle Quest 2,8.5
Space Invaders Infinity Gene,8
The Sims 3: Ambitions,8
Mafia II: Jimmy's Vendetta,7
Time Crisis 2nd Strike,5.5
UFC Undisputed 2010,7.5
Sonic the Hedgehog 4: Episode I,8
Super Scribblenauts,9
Cut the Rope,9
Modern Combat 2: Black Pegasus,8.5
MySims SkyHeroes,7
Def Jam Rapstar,7.5
Def Jam Rapstar,7.5
R.U.S.E.,8.5
Blade Kitten,5
Blade Kitten,5
Shibuya,8.5
Gangstar: Miami Vindication,7.5
Dead Rising 2,8
Darksiders,8
Dead Rising 2,8
Sonic Adventure,3.5
Halo: Reach,9.5
Professor Layton and the Unwound Future,8.5
Ace Combat: Joint Assault,6.5
Dragon Age: Origins -- Witch Hunt,6.5
Dragon Age: Origins -- Witch Hunt,6.5
Dragon Age: Origins -- Witch Hunt,6.5
TerRover,5.5
Mafia II: Jimmy's Vendetta,7
Fenimore Fillmore -- The Westerner,5.5
Zenonia,8
UFO on Tape,8.5
Enslaved,8
Brunswick Pro Bowling,4
Alien Breed 2: Assault,8
Dead Rising 2 (Zombrex Edition),8
Invizimals,7.5
FIFA Soccer 11,7
Etrian Odyssey III: The Drowned City,6
FIFA Soccer 11,6.5
Final Fantasy XIV Online,5.5
Fatal Fury 3: Road to the Final Victory,7.5
ClaDun: This is an RPG,8
MySims SkyHeroes,7
MySims SkyHeroes,7
Shark or Die,7
Sonic Adventure,3.5
Grand Theft Auto: Chinatown Wars,9
Left 4 Dead 2: The Sacrifice,7
Alien Breed 2: Assault,8
Quantum Theory,2.5
Quantum Theory,2.5
Swords & Soldiers,8.5
Final Fantasy: The 4 Heroes of Light,8
NBA Jam,8.5
Serious Sam HD: The Second Encounter,6.5
Mafia II: Jimmy's Vendetta,7
Mass Effect 2: Lair of the Shadow Broker,9.5
Harvest Moon: Grand Bazaar,6.5
Mass Effect 2: Lair of the Shadow Broker,9.5
Spider-Man: Shattered Dimensions,7.5
Batman: The Brave and the Bold,6.5
Samurai Shodown III: Blades of Blood,7.5
Spider-Man: Shattered Dimensions,8
Tom Clancy's HAWX 2,6.5
WWE SmackDown vs. Raw 2011,8
The Sims 3: Late Night,7.5
Lara Croft and the Guardian of Light,8.5
DJ Hero 2,8.5
Saw II: Flesh & Blood,4.5
Star Wars: The Force Unleashed II,6.5
FIFA Soccer 11,7
Dead Rising 2 (Zombrex Edition),8
Worms Reloaded,8.5
Guitar Hero: Warriors of Rock,6
Dead Rising 2,8
Castlevania: Lords of Shadow,7.5
Truth or Lies,4
Sonic the Hedgehog 4: Episode I,8
Pokemon Ranger: Guardian Signs,7
Phantasy Star Portable 2,8
Comic Jumper: The Adventures of Captain Smiley,8
Wii Party,7
Bubble Bobble Double,7.5
Bit.Trip Beat,7
NBA 2K11,9.5
Elemental: War of Magic,6
Shaun White Skateboarding,5.5
DJ Max Portable 3,7
Time Crisis: Razing Storm,4
Fable III,8.5
Rock Band 3,8.5
God of War: Ghost of Sparta,9.5
The Ball,7
Rock Band 3,8.5
Guitar Hero: Warriors of Rock,6
MySims SkyHeroes,5
FIFA Soccer 11,8
The Shoot,6
EA Sports MMA,6.5
Buck and the Coin of Destiny,7.5
Angry Birds Seasons,8
Angry Birds Halloween HD,8
WWE SmackDown vs. Raw 2011,8
WWE SmackDown vs. Raw 2011,8
Costume Quest,7.5
Reckless Racing,8
Create,5.5
Pictionary [2010],7.5
Clones,6.5
EA Sports Active 2,7
Nail'd,5.5
Spin Master,6
Splatterhouse,4
Michael Jackson: The Experience,3.5
Super Meat Boy,9
Zen Bound 2,7.5
Pac-Man Championship Edition DX,10
Nail'd,5.5
Splatterhouse,4
Frenzic,8
Your Shape: Fitness Evolved,7
Atari's Greatest Hits Volume 1,6
Need for Speed: Hot Pursuit,9
Disney Epic Mickey,8
Who's That Flying!?,8
Gran Turismo 5,8.5
LEGO Harry Potter: Years 1-4,8
Beyblade: Metal Fusion,4
Fable III: Understone Quest Pack,4.5
Robot Unicorn Attack Christmas Edition,5
Dead Nation,7.5
Need for Speed: Hot Pursuit,9
DeathSpank: Thongs of Virtue,8.5
Family Feud Decades,4
Street Slam,8
Silverfish,8.5
Trucks and Skulls,8
Dragon's Lair,4.5
Babysitting Mama,4.5
Flip's Twisted World,4
Bit.Trip Beat,7.5
Hoard,8
Need for Speed: Hot Pursuit,9
Voice Fantasy,5
FlingSmash,4
The Sims 3,7.5
Monopoly Streets,7.5
Max & the Magic Marker,5.5
Capcom Arcade,7.5
Baseball Superstars 2011,8
Golden Sun: Dark Dawn,7.5
Majin and the Forsaken Kingdom,7
Split/Second,5
Majin and the Forsaken Kingdom,7
Apache: Air Assault,7.5
Naruto Shippuden: Dragon Blade Chronicles,5.5
Beyblade: Metal Fusion -- Battle Fortress,4.5
Battle of Giants: Dinosaurs Strike,5
Call of Duty: Black Ops,7.5
Gods vs. Humans!,4.5
Rock Band 3,8.5
Zombie Crisis 3D,7
The UnderGarden,7
Call of Duty: Black Ops,8.5
Tom Clancy's HAWX 2,4
Pound of Ground,3.5
GoldenEye 007,5.5
Kinect Sports,8
Star Wars: The Force Unleashed II,7.5
Kinect Joy Ride,6
Kinectimals,7
Fist of the North Star: Ken's Rage,5
Splatterhouse [1988],4.5
Mutant Bash TV,7.5
Apache: Air Assault,7.5
Bejeweled Live,7
Motionsports,4.5
Nimbus,8
O.M.G.,7.5
Frogger,5.5
Fist of the North Star: Ken's Rage,5
Flight Control,8
Lufia: Curse of the Sinistrals,8.5
Crafting Mama,6
Glow Artisan,8
GoldenEye 007,9
Lucha Libre AAA: Heroes del Ring,5
Alien Breed Impact,7.5
Sonic Free Riders,7.5
Wackylands Boss,8
Namco Museum Megamix,5
Poker Night at the Inventory,8
Monopoly Streets,6.5
Crazy Taxi,6
Star Wars: The Battle for Hoth,6.5
Crazy Taxi,6
Call of Duty: Black Ops,8.5
TV SuperStars,6
EyePet: Your Virtual Pet,5
Spider-Man: Total Mayhem HD,8.5
Call of Duty: Black Ops,8.5
Gobliiins,4
DanceMasters,6.5
Blood Drive,5.5
Blood Drive,5.5
Uno [2006],6
Star Wars: The Force Unleashed II,6.5
Deadliest Warrior: The Game,7
Cooking Dash 3: Thrills & Spills,8.5
Twin Blades: The Reaping Vanguard,7
Lucha Libre AAA: Heroes del Ring,5
Star Wars: The Force Unleashed II,4
James Bond 007: Blood Stone,5
Earthworm Jim HD,6
Faery: Legends Of Avalon,7
NBA Jam,7.5
Yu-Gi-Oh! 5D's Decade Duels,4.5
NBA Jam,7.5
Pac-Man Championship Edition DX,10
Harry Potter and the Deathly Hallows: Part 1,2
Dance Central,8
The Sims 3,7.5
Adrenalin Misfits,5
Kinect Adventures,6.5
EA Sports Active 2,8
Super Mario All-Stars Limited Edition,7
Dead Rising [Mobile],2.5
Kung-Fu Live,4
Fluidity,8.5
The Fight: Lights Out,3
The Sims 3,7.5
Arcade Hits: Shienryu,7.5
The Sims 3,7.5
LEGO Universe,5
Age of Zombies,9
Mushihimesama: Bug Panic,7.5
Donkey Kong Country Returns,9
Guardians of Graxia,5.5
Create,6
Create,6
Star Wars Arcade: Falcon Gunner,7
Sonic Colors,8.5
Monopoly,6.5
Shank,7
Fighters Uncaged,3
Sonic Colors,8.5
Dragon Ball: Raging Blast 2,5.5
James Bond 007: Blood Stone,5
Pok̩Park Wii: Pikachu's Adventure,7.5
de Blob: Revolution,7
Dragon Ball: Raging Blast 2,5.5
Today I Die Again,8
The Kings' Crusade,5
CarneyVale Showtime,8.5
Harry Potter and the Deathly Hallows: Part 1,2.5
Death Worm,8
Need for Speed: Hot Pursuit,8
The Sly Collection,8.5
Cities XL 2011,7
Tom Clancy's Ghost Recon,3
Stenches: A Zombie Tale of Trenches,7.5
Dairojo! Samurai Defenders,8
Space Ace,3
Divinity II: Flames of Vengeance,6
Eternal Legacy,8
Harry Potter and the Deathly Hallows: Part 1,2
LittleBigPlanet: Sackboy's Prehistoric Moves,6.5
Infinity Blade,9
Michael Jackson: The Experience,6.5
Star Wars: Imperial Academy,5.5
Rock of the Dead,5
Worms 2: Armageddon,5.5
Power Gig: Rise of the SixString,4
Rock Band 3,8.5
WWE SmackDown vs. Raw 2011,7.5
Power Gig: Rise of the SixString,4
James Bond 007: Blood Stone,5
DJ Hero 2,8.5
Monopoly Streets,7.5
Assassin's Creed: Brotherhood,8
Need for Speed Nitro-X,7.5
Assassin's Creed: Brotherhood,8
The UnderGarden,6.5
Tom Clancy's Ghost Recon: Predator,6
SingStar Dance,5.5
No Heroes Allowed!,7
Art Academy,6.5
Mario vs. Donkey Kong Mini-Land Mayhem,9
Bejeweled 3,8
Lord of the Rings: Middle-earth Defense,7.5
James Bond 007: Blood Stone,7
Raving Rabbids: Travel in Time,7
Deadliest Catch: Sea of Chaos,6.5
Rune Factory 3: A Fantasy Harvest Moon,8
Rock Band Reloaded,7.5
Tron Evolution,6
Michael Jackson: The Experience,5.5
Star Wars: The Force Unleashed II,6.5
Chu Chu Rocket,8
Chu Chu Rocket HD,8.5
Dragon's Lair Trilogy,7
Red Dead Redemption -- Undead Nightmare,10
Red Dead Redemption -- Undead Nightmare,10
Tron Evolution,6
Create,6
DeathSpank,8.5
Shadow Guardian,8.5
World of Goo,9.5
Battlefield: Bad Company 2 -- Vietnam,9.5
"999: 9 Hours, 9 Persons, 9 Doors",9
X-Men: The Arcade Game,7.5
X-Men: The Arcade Game,7.5
Battlefield: Bad Company 2 -- Vietnam,9.5
Tron Evolution,6
Braveheart,7.5
Rudolph the Red-Nosed Reindeer,1.5
N.O.V.A. 2: Near Orbit Vanguard Alliance,8.5
Lilt Line,7.5
SimCity Deluxe HD,7.5
Rush,8
Yu-Gi-Oh! 5D's Duel Transer,7
Pictureka!,7
Drawn: The Painted Tower HD,9
Tron Legacy -- The Movie,5.5
Altered Beast,6
Avenging Spirit,5
Alien Breed 3: Descent,6.5
Flight Control HD,8
Mystery Case Files: 13th Skull,7
Bomberman Live: Battlefest,8
Marvel Pinball,8
Marvel Pinball,8
Puzzle Quest 2,8
Pix'n Love Rush DX,7.5
Dead Rising 2: Case West,8.5
Back to the Future: The Game -- Episode 1: It's About Time,8.5
Asphalt 6: Adrenaline,7.5
Battlefield: Bad Company 2,5
Fallout: New Vegas -- Dead Money,6.5
World of Warcraft: Cataclysm,9
Dance Dance Revolution,7
A World of Keflings,8
EA Sports Active 2,8
Intellivision Lives!,6
Secret of Mana,7.5
Quake Arena Arcade,7
A Space Shooter for Two Bucks!,9
Mario Party 2,8
Magical Drop II,6.5
Real Racing 2,9
Eat Them!,6.5
Echochrome II,7
Ultimate Mortal Kombat 3,4.5
Lara Croft and the Guardian of Light HD,5.5
Dance Dance Revolution,7
Mafia II: Joe's Adventures,6
Zeit 2,7
Shinobi III: Return of the Ninja Master,6.5
Dead Space Extraction,7.5
Dark Lords,7.5
Breach,6
Ash,7
Spare Parts,4.5
Strange Rain,8.5
Spare Parts,4.5
Dead Space [mobile version],8.5
Dead Space [mobile version],8.5
Virtua Fighter 2,4
Glory Days: Tactical Defense,7.5
Dead Space 2,9
Dead Space 2,9
Dead Space 2 (Limited Edition),9
Mindjack,4
Exed Exes (Arcade),3.5
Plants vs. Zombies,8
"Prinny 2: Dawn of Operation Panties, Dood!",7
Mindjack,4
Road Blaster,8
Mass Effect 2,9.5
Faery: Legends Of Avalon,7
Commando (Arcade),5
Dragon Age II,8.5
MLB 11: The Show,8
Fight Night Champion,8.5
Hot Springs Story,8
Pokemon Black Version,9
Pokemon White Version,9
Bit.Trip Flux,8.5
Remote Racers,4
Fable III: Traitor's Keep,8
Torchlight,8
Dead Space 2: Severed,7
Alien Breed 3: Descent,6.5
Beyond Good & Evil HD,8.5
Alien Breed 3: Descent,6.5
PixelJunk Shooter 2,8
Pucca's Kisses Game,6.5
You Don't Know Jack,6
Back to the Future: The Game -- Episode 2: Get Tannen!,8.5
Gods Eater Burst,6.5
You Don't Know Jack,7.5
Dungeons,6.5
Food Processing,8
Apox,4.5
Bloodline Champions,8
Fight Night Champion,8
Radiant Historia,8.5
Cardboard Castle,7.5
Test Drive Unlimited 2,5.5
Hard Corps: Uprising,8.5
Test Drive Unlimited 2,5.5
Back to the Future: The Game -- Episode 1: It's About Time,8
You Don't Know Jack,8.5
Stacking,8.5
Sacred Odyssey: Rise of Ayden,8
Who's That Flying!?,8
A.R.E.S.: Extinction Agenda,7.5
"Warhammer 40,000: Dawn of War II -- Retribution",8.5
Faxanadu,8.5
Fight Night Champion,8
Ghosts 'N Goblins (Arcade),7
MicroBot,6.5
Papa Sangre,9
Floe: A Little Bear Needs Your Help,7.5
JellyCar 2,3.5
Venetica,6
Test Drive Unlimited 2,5.5
NBA Jam,8.5
Ms. Pac-Man,6
New Bust-A-Move,6.5
Infinity Field HD,8
Marvel Vs. Capcom 3: Fate of Two Worlds,8.5
Marvel Vs. Capcom 3: Fate of Two Worlds,8.5
Tactics Ogre: Let Us Cling Together,8.5
Bionic Commando Rearmed 2,6
Mario Sports Mix,6.5
Breach,6
Pac-Man: Championship Edition,5.5
Black Tiger,7.5
Explodemon!,8
Two Worlds II,6
Killzone 3,8.5
Fallout: New Vegas -- Dead Money,6.5
Trinity: Souls of Zill O'll,5
Knights Contract,3.5
Hyperdimension Neptunia,6
Knights Contract,3.5
Tiny Wings,8
Ys I & II Chronicles,6.5
Bulletstorm,8
Bejeweled Blitz Live,7
Venetica,6
Clumsy Bob,7.5
Burn the Rope,7.5
SonSon (Arcade),6
Darius Twin,5.5
Ghost Trick: Phantom Detective,8.5
Kingdom Hearts: Re:coded,8
Ramps,7
Battleheart,5.5
Luxor HD,8
You Don't Know Jack,6
Tales from Space: About a Blob,8
Cover Orange,8.5
Stacking,8.5
Crasher,5.5
You Don't Know Jack,8.5
Devil May Cry 4 Refrain,7
Two Worlds II,6
Bionic Commando Rearmed 2,6
Hysteria Project 2,5
1942 (Arcade),5.5
Survivor,4.5
Magicka,7
Venetica,6
DC Universe Online,7
de Blob 2,7.5
Bulletstorm,8
Ridge Racer Accelerated HD,6.5
Bulletstorm,8
StarFront: Collision,7.5
de Blob 2,8
Dragon Quest VI: Realms of Revelation,7
Hot Shots Shorties -- Bundle Pack,5.5
Angry Birds,7.5
Ghost Mania,5.5
MicroBot,6.5
NightSky,7.5
Tetris (EA),8.5
Ricochet HD,5.5
Ilomilo,8
Lost in Shadow,7.5
Two Worlds II,6
Plants vs. Zombies,9
S.C.A.T.: Special Cybernetic Attack Team,7.5
Zeit 2,7
DC Universe Online,7
Survivor,5.5
de Blob 2,8
de Blob 2,8
Back to the Future: The Game,7.5
Body and Brain Connection,5
Volcano Escape,6.5
Auditorium,8.5
LittleBigPlanet 2,9
MovieCat,8
Homefront,7
Battle: Los Angeles,5.5
Fallout: New Vegas -- Dead Money,7
Homefront,7
Risk: Factions,7.5
Major League Baseball 2K11,7
2Bit,7.5
Battle: Los Angeles,5.5
Major League Baseball 2K11,7
Homefront,7
Okamiden,8.5
LEGO Star Wars III: The Clone Wars,7.5
Super Street Fighter IV 3D Edition,8.5
Ridge Racer 3D,8
Crysis 2,9
War Pinball,8
Shift 2 Unleashed,8.5
WWE All Stars,7
WWE All Stars,7
YooStar 2,5
Mass Effect 2: Arrival,7
Super Monkey Ball 3D,7.5
Warriors: Legends of Troy,6
Swarm,8.5
Madden NFL Football,5
Bird Zapper!,8
Dissidia 012 Final Fantasy,9
Land-a Panda,8
Real Racing 2 HD,9
Yakuza 4,6.5
Inside a Star-Filled Sky,9
Breakeroids,8
Speedball 2 Evolution,6.5
Double Dragon,5.5
Crysis 2,9
LEGO Star Wars III: The Clone Wars,7.5
Angry Birds Rio,8.5
Hoard,7
PlayStation Move Heroes,5
PilotWings Resort,7
Atom Zombie Smasher,7.5
Bit.Trip Runner,7
Rainbow Six: Shadow Vanguard,6.5
Shift 2 Unleashed,8.5
YooStar 2,5
Tiger Woods PGA Tour 12: The Masters,8
Shift 2 Unleashed,8.5
Tiger Woods PGA Tour 12: The Masters,8
Tiger Woods PGA Tour 12: The Masters,8
WWE All Stars,7
LEGO Star Wars III: The Clone Wars,6
The Sims Medieval,8.5
Swarm,8.5
Naruto Shippuden: Kizuna Drive,7
Nintendogs + Cats: French Bulldog & New Friends,7
Nintendogs + Cats: Toy Poodle & New Friends,7
Pro Evolution Soccer 2011,8
Ghostbusters: Sanctum of Slime,4.5
Kami Retro,8
Bomberman Hero,6
Dreamcast Collection,5
League of Evil,9
Dragon Age II,8.5
Dragon Age II,8.5
Liqua Pop,8
Steel Diver,7
Rift,8.5
Tapper World Tour,8.5
Assassin's Creed: Brotherhood,8
Full House Poker,8
Top Spin 4,8.5
Hard Corps: Uprising,8.5
Get Outta My Galaxy,6.5
Tomb Raider Trilogy,7.5
LEGO Star Wars III: The Clone Wars,6
LEGO Star Wars III: The Clone Wars,6
Combat of Giants: Dinosaurs 3D,5.5
Rayman 3D,5.5
Tom Clancy's Ghost Recon: Shadow Wars,7
Superbrothers: Sword & Sworcery EP,9.5
iStunt 2,8
Battle: Los Angeles,5.5
LEGO Star Wars III: The Clone Wars,7.5
Nintendogs + Cats: Golden Retriever & New Friends,7
Ghostbusters: Sanctum of Slime,4.5
Ghostbusters: Sanctum of Slime,4.5
Cities in Motion,7
Crysis 2,9
Total War: Shogun 2,9
Slam Bolt Scrappers,5.5
Jikandia: The Timeless Land,5.5
Hobo with a Shotgun,3
Asphalt 3D,3
The 3rd Birthday,8.5
Minute to Win It,2.5
Super Monkey Ball 3D,7.5
Angry Birds Rio,8.5
Arcade Essentials,4.5
Assassin's Creed Brotherhood: The Da Vinci Disappearence,6.5
LEGO Star Wars III: The Clone Wars,7
NASCAR The Game 2011,6
Samurai Warriors Chronicles,5
Monster Tale,8.5
NASCAR The Game 2011,6
Assassin's Creed Brotherhood: The Da Vinci Disappearence,6.5
LEGO Pirates of the Caribbean: The Video Game,7.5
Gears,8
Thor: God of Thunder,3
Outland,9
Super Bonk,5.5
Resident Evil Mercenaries VS,6
Ar tonelico Qoga: Knell of Ar Ciel,6
Michael Jackson: The Experience,6
Superbrothers: Sword & Sworcery EP,9.5
Hoard,7.5
Moon Diver,7
The Legend of Heroes: Trails in the Sky,8
The Dishwasher: Vampire Smile,7.5
Gemini Rue,9
Mass Effect 2: Arrival,7
Mass Effect 2: Arrival,7
Bust-A-Move Universe,6
Brink,6.5
Thor: God of Thunder,3
Virtua Tennis 4,7
Hector: Badge of Carnage -- Episode 1: We Negotiate with Terrorists,7.5
LEGO Pirates of the Caribbean: The Video Game,7.5
Golden Axe II,6
Brink,6
Gray Matter,7.5
AFL Live,6
Darkspore,7
Prince of Persia Classic Trilogy HD,8
The Fancy Pants Adventures,7.5
Mega Man X,9
Operation Flashpoint: Red River,7.5
NBA Jam,8.5
Shadow Harvest: Phantom Ops,4.5
Top Spin 4,8.5
Death Rally,7.5
WWE All Stars,7
Max & the Magic Marker,6.5
Chime Super Deluxe,8.5
Tiger Woods PGA Tour 12: The Masters,8
Dynasty Warriors 7,5
Back to the Future: The Game -- Episode 3: Citizen Brown,7.5
Zenonia 3: The Midgard Story,6.5
Bangai-O HD: Missile Fury,8.5
TrackMania: Build to Race,7
Rival Turf,4
RoboSockets,8.5
Moon Diver,7
Michael Jackson: The Experience,4
Operation Flashpoint: Red River,7.5
You Don't Know Jack (2011),8.5
Raving Rabbids: Travel in Time 3D,4.5
MotorStorm Apocalypse,8
Dino D-Day,5.5
Section 8: Prejudice,6
The Fancy Pants Adventures,7.5
Patapon 3,9
Dynasty Warriors 7,5
Back to the Future: The Game -- Episode 2: Get Tannen!,8
Rush'N Attack Ex-Patriot,4
Rush'N Attack Ex-Patriot,4
Section 8: Prejudice,6
Thor: God of Thunder,8
Chicken Balls,7.5
Thor: God of Thunder,6
Your Doodles Are Bugged,7.5
Conduit 2,7.5
Air Penguin,8
Fantastic Pets,7.5
DanceDanceRevolution,6.5
Back to the Future: The Game -- Episode 2: Get Tannen!,7
DodoGo! Robo,8
Mortal Kombat,8
City of Secrets,7
Divinity II: The Dragon Knight Saga,7.5
Mortal Kombat,8
World of Goo,9.5
Streets of Rage 2,5
Portal 2,9.5
Portal 2,9.5
Portal 2,9.5
Final Fantasy IV: The Complete Collection,9
SpongeBob SquigglePants,5
Battlefield Play4Free,6
Dungeon Hunter: Alliance,6
Yar's Revenge,6
Might and Magic: Clash of Heroes,9
Might and Magic: Clash of Heroes,9
Theatre of War 3: Korea,5
"Carnival Games: Monkey See, Monkey Do",6
SOCOM 4: U.S. Navy SEALs,7
The Sims 3,7.5
Tom Clancy's Splinter Cell 3D,6.5
Red Faction: Battlegrounds,5
Red Faction: Battlegrounds,5
Anomaly: Warzone Earth,8
Dream Trigger 3D,6
Capsized,8.5
The First Templar,4
Fallout: New Vegas -- Honest Hearts,7.5
Fallout: New Vegas -- Honest Hearts,7.5
Fable III,6
LEGO Pirates of the Caribbean: The Video Game,7.5
Pulse: Volume One,8
Brink,6
L.A. Noire,8.5
Mr. Ninja,8.5
Faery: Legends Of Avalon,7
L.A. Noire,8.5
Army of Darkness: Defense,7.5
Yu-Gi-Oh! 5D's World Championship 2011: Over The Nexus,6.5
Cargo! The Quest for Gravity,5.5
Infamous 2,9
Hector: Badge of Carnage -- Episode 1: We Negotiate with Terrorists,7.5
Yar's Revenge,5.5
Virtua Tennis 4,7
Black Mirror III: Final Fear,7.5
Gatling Gears,8.5
Virtua Tennis 4,7
LEGO Pirates of the Caribbean: The Video Game,7.5
LEGO Pirates of the Caribbean: The Video Game,7.5
LEGO Pirates of the Caribbean: The Video Game,8
SBK 2011,7
Casey's Contraptions,8
SBK 2011,7
Terraria,9
99Bullets,8
Two Worlds II: Castle Defense,6.5
Chrono Trigger,10
Two Worlds II: Castle Defense,6.5
Revenge of The Titans,7
Mighty Milky Way,8.5
Who's That Flying!?,8
Duke Nukem Forever,5.5
Child of Eden,8.5
Green Lantern: Rise of the Manhunters,6
Outland,9
Alice: Madness Returns,6.5
Who's That Flying!?,8
The Witcher 2: Assassins of Kings,9
Dirt 3,8.5
MX vs. ATV Alive,6.5
NASCAR The Game 2011,4.5
Fortix 2,7.5
The First Templar,4
MX vs. ATV Alive,6.5
Dirt 3,8.5
3D Classics: Excitebike,8
Red Faction: Armageddon,7
Fallout: New Vegas -- Honest Hearts,7.5
Velocispider,7.5
Duke Nukem Forever,5.5
Duke Nukem Forever,5.5
Mount & Blade: With Fire & Sword,7.5
Bumpy Road,9
Dead or Alive Dimensions,8
Dirt 3,8.5
Back to the Future: The Game -- Episode 4: Double Visions,6.5
F.E.A.R. 3,8
Back to the Future: The Game -- Episode 3: Citizen Brown,7.5
Transformers: Dark of the Moon -- Decepticons,5
BlazBlue: Continuum Shift II,7.5
BlazBlue: Continuum Shift II,4.5
Kona's Crate,8
Pro Jumper! Guilty Gear Tangent,7
Delbo,5.5
Stratego: Next Edition,7.5
Ms. Splosion Man,9
NCAA Football 12,8.5
The Earth Defense Force: Insect Armageddon,7.5
NCAA Football 12,8.5
Playstation Move: Ape Escape,4
Dynasty Warriors: Gundam 3,4
The Lost Town: The Dust,8
Hearts Spades Euchre,7.5
Transformers: Dark of the Moon -- Stealth Force Edition,2.5
Boardwalk Ball Toss,3.5
Kirby's Dream Land,8
Super Street Fighter IV: Arcade Edition,8
Hunted: The Demon's Forge,6
Hunted: The Demon's Forge,6
Tecmo Bowl Throwback [Mobile],5
Hunted: The Demon's Forge,6
Storm in a Teacup,7
Red Faction: Armageddon,7
Red Faction: Armageddon,7
Transformers: Dark of the Moon -- Autobots,5
Grand Prix Story,8.5
DCS: A-10C Warthog,8
The Legend of Zelda: Ocarina of Time 3D,9.5
Alice: Madness Returns,6.5
Radar Mission,6.5
Feed Me Oil,9
Tennis,6
Green Lantern: Rise of the Manhunters,4.5
Cars 2,8
Iron Brigade,9
Wipeout In the Zone,7
Cars 2,8
Wii Play: Motion,4
Cars 2,6.5
Cars 2,8
MLB Bobblehead Pros,7.5
Burn the City,6.5
Super Street Fighter IV: Arcade Edition,8.5
Deadliest Warrior: Legends,7
Jewel Keepers: Easter Island,6
Just Jam,7.5
Farm Frenzy,4
Make-Up & Style,4
Backbreaker Vengeance,4.5
Moto Extreme,6
Big Town Shoot Out,6
BackStab,4.5
Mega Man 5,8.5
Jamestown: Legend of the Lost Colony,8.5
The Sims 3: Generations,7
Garshasp,5
Kung Fu Panda 2,3
Kung Fu Panda 2,3.5
Kung Fu Panda 2,6
Kung Fu Panda 2,6.5
Alleyway,6
Transformers: Dark of the Moon,6
Transformers: Dark of the Moon,6
Ticket to Ride,8.5
Critical Mass,8
Super Mario Land,7.5
Frozen Synapse,8.5
Under Siege,5
The Legend of Zelda: Link's Awakening DX,9.5
Wizardry: The Labyrinth of Lost Souls,5.5
Shadows of the Damned,7
Shadows of the Damned,7
F.E.A.R. 3,8
Dungeon Siege III,6.5
Dungeon Siege III,6.5
Record of Agarest War Zero,6.5
Half-Minute Hero: Super Mega Neo Climax Edition,8
Record of Agarest War Zero,6.5
Green Lantern: Rise of the Manhunters,5.5
Galaga Legions DX,6.5
Mystery Case Files: The Malgrave Incident,5.5
Puzzle Dimension,8
Dynasty Warriors: Gundam 3,4
UFC Personal Trainer: The Ultimate Fitness System,4.5
Sniper: Ghost Warrior,4.5
Resident Evil: The Mercenaries 3D,6.5
Back to the Future: The Game,7.5
Gatling Gears,8.5
Transformers: Dark of the Moon -- Stealth Force Edition,2.5
1-bit Ninja,8
Alien Zombie Megadeath,8.5
Donkey Kong,8.5
Angry Business Man,5.5
Green Lantern: Rise of the Manhunters,6
Super Street Fighter IV: Arcade Edition,8
Alice: Madness Returns,6.5
Green Lantern: Rise of the Manhunters,5.5
Cubic Ninja,5.5
Back to the Future: The Game -- Episode 4: Double Visions,6.5
F.E.A.R. 3,8
Dungeon Siege III,6.5
Akimi Village,6.5
Final Fantasy III (SNES),9.5
The Mooniacs,7.5
UFC Personal Trainer: The Ultimate Fitness System,6.5
Magic: The Gathering -- Duels of the Planeswalkers 2012,8.5
Back to the Future: The Game -- Episode 5: Outatime,7
Continuity 2,8
The Mystery of Whiterock Castle,7
Captain America: Super Soldier,5.5
Call of Juarez: The Cartel,4.5
Call of Juarez: The Cartel,4.5
Proun,8
3D Pixel Racing,6
Just SING! 80s Collection,5
AfterZoom,7.5
Puzzle Fever,7.5
Game & Watch Gallery,8
Baseball,5
Extreme Hangman 2,6.5
UFC Personal Trainer: The Ultimate Fitness System,4
Catherine,9
Captain America: Super Soldier,5
Captain America: Super Soldier,5
Swords & Soldiers,8.5
L.A. Noire: Reefer Madness,6
Boulder Dash-XL,8
Solar 2,8
L.A. Noire: Reefer Madness,6
Harry Potter and the Deathly Hallows: Part 2,5.5
Transformers: Dark of the Moon,6
Dead Block,3.5
Gods & Heroes: Rome Rising,4
The Earth Defense Force: Insect Armageddon,7.5
Quest Runner,7
Galaga Legions DX,6.5
Section 8: Prejudice,6
"Warhammer 40,000: Kill Team",6.5
Dragon Age II -- Legacy,6.5
